ID,WWEIA_FCID_Code_0510,C_COMMONUM,FCID_Desc,LETTER,CODEX
678,8000160000,4987,"Fish-saltwater finfish, other",WS,"MACKEREL, SHORT, SEE MACKEREL"
676,8000160000,4983,"Fish-saltwater finfish, other",WS,"MACKEREL, CHUB, SEE MACKEREL"
675,8000160000,4981,"Fish-saltwater finfish, other",WS,"MACKEREL, ATLANTIC, SEE MACKEREL"
674,8000160000,4979,"Fish-saltwater finfish, other",WS,"LONGTAIL TUNA, SEE TUNA, LONGTAIL"
673,8000160000,4977,"Fish-saltwater finfish, other",WS,"LIVEROIL SHARK, SEE SUBGROUP SHARKS"
672,8000160000,4975,"Fish-saltwater finfish, other",WS,"INDIAN MACKEREL, SEE MACKEREL"
671,8000160000,4973,"Fish-saltwater finfish, other",WS,"HORSE MACKEREL, SEE JACK MACKEREL"
670,8000160000,4971,"Fish-saltwater finfish, other",WS,"HERRING, PACIFIC, SEE HERRING"
668,8000160000,4967,"Fish-saltwater finfish, other",WS,"HALIBUT, PACIFIC, SEE HALIBUT"
667,8000160000,4965,"Fish-saltwater finfish, other",WS,"HALIBUT, GREENLAND, SEE HALIBUT"
666,8000160000,4963,"Fish-saltwater finfish, other",WS,"HALIBUT, ATLANTIC, SEE HALIBUT"
664,8000160000,4959,"Fish-saltwater finfish, other",WS,"DORADO, SEE DOLPHINFISH"
663,8000160000,4955,"Fish-saltwater finfish, other",WS,"COD, PACIFIC, SEE COD"
662,8000160000,4953,"Fish-saltwater finfish, other",WS,"COD, GREENLAND, SEE COD"
660,8000160000,4949,"Fish-saltwater finfish, other",WS,"COALFISH, SEE POLLACK"
661,8000160000,4951,"Fish-saltwater finfish, other",WS,"COD, ATLANTIC, SEE COD"
659,8000160000,4947,"Fish-saltwater finfish, other",WS,"CATFISH, SEA, SEE WOLFFISH"
658,8000160000,4945,"Fish-saltwater finfish, other",WS,"BRILL, SEE TURBOT"
657,8000160000,4943,"Fish-saltwater finfish, other",WS,"BONITO, Eastern Pacific, see Bonito"
656,8000160000,4941,"Fish-saltwater finfish, other",WS,"BONITO, Atlantic, see Bonito"
655,8000160000,131,"Fish-saltwater finfish, other",WS,"SHARKS (PORBEAGLE, REQUIEM SHARKS, SMOOTH HOUNDS, SPINY DOGF"
654,8000160000,130,"Fish-saltwater finfish, other",WS,SARDINES AND SARDINE-TYPE FISHES (PART 3 OF 3)
665,8000160000,4961,"Fish-saltwater finfish, other",WS,"EUROPEAN SARDINE, SEE SUBGROUP SARDINES AND FISH"
669,8000160000,4969,"Fish-saltwater finfish, other",WS,"HERRING, ATLANTIC, SEE HERRING"
653,8000160000,130,"Fish-saltwater finfish, other",WS,SARDINES AND SARDINE-TYPE FISHES (PART 3 OF 3)
652,8000160000,130,"Fish-saltwater finfish, other",WS,SARDINES AND SARDINE-TYPE FISHES (PART 3 OF 3)
651,8000160000,130,"Fish-saltwater finfish, other",WS,SARDINES AND SARDINE-TYPE FISHES (PART 2 OF 3)
650,8000160000,130,"Fish-saltwater finfish, other",WS,SARDINES AND SARDINE-TYPE FISHES (PART 2 OF 3)
649,8000160000,130,"Fish-saltwater finfish, other",WS,SARDINES AND SARDINE-TYPE FISHES (PART 2 OF 3)
648,8000160000,130,"Fish-saltwater finfish, other",WS,SARDINES AND SARDINE-TYPE FISHES (PART 1 OF 3)
647,8000160000,130,"Fish-saltwater finfish, other",WS,SARDINES AND SARDINE-TYPE FISHES (PART 1 OF 3)
646,8000160000,130,"Fish-saltwater finfish, other",WS,SARDINES AND SARDINE-TYPE FISHES (PART 1 OF 3)
677,8000160000,4985,"Fish-saltwater finfish, other",WS,"MACKEREL, INDIANA SEE MACKEREL AND INDIAN MACKEREL"
595,8000160000,125,"Fish-saltwater finfish, other",MD,"MARINE FISH, DRIED"
645,8000160000,129,"Fish-saltwater finfish, other",WS,MACKEREL AND JACK MACKEREL
644,8000160000,128,"Fish-saltwater finfish, other",WS,MACKEREL AND MACKEREL-LIKE FISHES
643,8000160000,127,"Fish-saltwater finfish, other",WS,FLAT-FISHES
642,8000160000,126,"Fish-saltwater finfish, other",WS,COD AND COD-LIKE FISHES
641,8000160000,125,"Fish-saltwater finfish, other",WS,MARINE FISH
640,8000160000,125,"Fish-saltwater finfish, other",WS,MARINE FISH
639,8000160000,943,"Fish-saltwater finfish, other",WR,MULLET ROE (M)
638,8000160000,941,"Fish-saltwater finfish, other",WR,MACKEREL ROE (M)
711,8000160000,934,"Fish-saltwater finfish, other",WS,HADDOCK
686,8000160000,5005,"Fish-saltwater finfish, other",WS,"SARDINE, EUROPEAN"
695,8000160000,5027,"Fish-saltwater finfish, other",WS,"TAILOR (AUSTRALIA), SEE BLUEFISH"
709,8000160000,932,"Fish-saltwater finfish, other",WS,FLOUNDERS
687,8000160000,5007,"Fish-saltwater finfish, other",WS,"SCAD, SEE JACK MACKEREL"
708,8000160000,931,"Fish-saltwater finfish, other",WS,DRUMS
694,8000160000,5025,"Fish-saltwater finfish, other",WS,"SPINY DOGFISH, SEE SUBGROUP SHARKS"
734,8000160000,956,"Fish-saltwater finfish, other",WS,"BREAM, SILVER"
733,8000160000,955,"Fish-saltwater finfish, other",WS,WOLFFISH
707,8000160000,930,"Fish-saltwater finfish, other",WS,DOLPHINFISH
706,8000160000,929,"Fish-saltwater finfish, other",WS,DAB OR COMMON DAB
693,8000160000,5023,"Fish-saltwater finfish, other",WS,"SPANISH MACKEREL, SEE KING MACKEREL"
732,8000160000,953,"Fish-saltwater finfish, other",WS,WHITING
731,8000160000,953,"Fish-saltwater finfish, other",WS,WHITING
705,8000160000,928,"Fish-saltwater finfish, other",WS,CONGER OR CONGER EEL
730,8000160000,953,"Fish-saltwater finfish, other",WS,TURBOT
688,8000160000,5009,"Fish-saltwater finfish, other",WS,"SCORPION FISHES, SEE OCEAN PERCH"
729,8000160000,953,"Fish-saltwater finfish, other",WS,TURBOT
712,8000160000,935,"Fish-saltwater finfish, other",WS,HAKES
704,8000160000,927,"Fish-saltwater finfish, other",WS,COD
692,8000160000,5019,"Fish-saltwater finfish, other",WS,"SMOOTH HOUNDS, SEE SUBGROUP SHARKS"
728,8000160000,951,"Fish-saltwater finfish, other",WS,SOLE
683,8000160000,4997,"Fish-saltwater finfish, other",WS,"PORBEGLE, SEE SUBGROUP SHARKS"
727,8000160000,950,"Fish-saltwater finfish, other",WS,SEA BREAM
703,8000160000,926,"Fish-saltwater finfish, other",WS,CAPELIN
726,8000160000,949,"Fish-saltwater finfish, other",WS,SEA BASS
725,8000160000,948,"Fish-saltwater finfish, other",WS,RAYS
682,8000160000,4995,"Fish-saltwater finfish, other",WS,"PLAICE, EUROPEAN, SEE PLAICE"
724,8000160000,947,"Fish-saltwater finfish, other",WS,"POMFRET, ATLANTIC"
723,8000160000,946,"Fish-saltwater finfish, other",WS,POLLACK
722,8000160000,945,"Fish-saltwater finfish, other",WS,PLAICE
701,8000160000,924,"Fish-saltwater finfish, other",WS,BONITO
721,8000160000,944,"Fish-saltwater finfish, other",WS,OCEAN PERCH
700,8000160000,923,"Fish-saltwater finfish, other",WS,BOGUE
685,8000160000,5003,"Fish-saltwater finfish, other",WS,SARDINELLA OR OIL SARDINE
720,8000160000,943,"Fish-saltwater finfish, other",WS,MULLETS
719,8000160000,942,"Fish-saltwater finfish, other",WS,MENHADEN
690,8000160000,5013,"Fish-saltwater finfish, other",WS,"SEERFISH, SEE SPANISH MACKEREL AND KING MACKEREL"
699,8000160000,922,"Fish-saltwater finfish, other",WS,BLUEFISH
718,8000160000,941,"Fish-saltwater finfish, other",WS,MACKEREL
710,8000160000,933,"Fish-saltwater finfish, other",WS,GARFISH
717,8000160000,940,"Fish-saltwater finfish, other",WS,LING
698,8000160000,921,"Fish-saltwater finfish, other",WS,BARRACUDAS
689,8000160000,5011,"Fish-saltwater finfish, other",WS,"SEA CATFISH, SEE WOLFFISH"
716,8000160000,939,"Fish-saltwater finfish, other",WS,KING MACKEREL
691,8000160000,5015,"Fish-saltwater finfish, other",WS,"SHARK, SEE SUBGROUP SHARKS"
702,8000160000,925,"Fish-saltwater finfish, other",WS,BUTTERFISH
715,8000160000,938,"Fish-saltwater finfish, other",WS,JACK MACKEREL
697,8000160000,920,"Fish-saltwater finfish, other",WS,ANCHOVIES
714,8000160000,937,"Fish-saltwater finfish, other",WS,HERRING
713,8000160000,936,"Fish-saltwater finfish, other",WS,HALIBUT
684,8000160000,4999,"Fish-saltwater finfish, other",WS,"REQUIEM SHARK, SEE SUBGROUP SHARKS"
681,8000160000,4993,"Fish-saltwater finfish, other",WS,"PLAICE, ALASKA, SEE PLAICE"
696,8000160000,5041,"Fish-saltwater finfish, other",WS,"WITCH FLOUNDER, SEE FLOUNDERS"
743,8000161000,5097,"Fish-shellfish, crustacean",WC,"LOBSTER, EUROPEAN, SEE LOBSTERS"
742,8000161000,5095,"Fish-shellfish, crustacean",WC,"LOBSTER, AMERICAN, SEE LOBSTERS"
741,8000161000,5093,"Fish-shellfish, crustacean",WC,"LANGOUSTE, SEE SPINY LOBSTER"
740,8000161000,146,"Fish-shellfish, crustacean",WC,CRABS
739,8000161000,145,"Fish-shellfish, crustacean",WC,MARINE CRUSTACEANS
738,8000161000,144,"Fish-shellfish, crustacean",WC,FRESHWATER CRUSTACEANS
737,8000161000,143,"Fish-shellfish, crustacean",WC,CRUSTACEANS
736,8000161000,978,"Fish-shellfish, crustacean",SC,"LOBSTERS (INCLUDING LOBSTER MEAT), COOKED"
735,8000161000,977,"Fish-shellfish, crustacean",SC,"FRESHWATER SHRIMPS OR PRAWNS, COOKED"
769,8000161000,979,"Fish-shellfish, crustacean",WC,"SHRIMPS OR PRAWNS, (SEE NOTE 2)"
768,8000161000,978,"Fish-shellfish, crustacean",WC,LOBSTERS
767,8000161000,977,"Fish-shellfish, crustacean",WC,"FRESHWATER SHRIMPS OR PRAWNS, (SEE NOTE 2)"
766,8000161000,976,"Fish-shellfish, crustacean",WC,FRESHWATER CRAYFISHES
765,8000161000,5141,"Fish-shellfish, crustacean",WC,"SPINY LOBSTER, SEE LOBSTERS"
764,8000161000,5139,"Fish-shellfish, crustacean",WC,"SLIPPER LOBSTER, SEE LOBSTERS"
763,8000161000,5137,"Fish-shellfish, crustacean",WC,"SHRIMP, NORTHERN WHITE, SEE SHRIMPS OR PRAWNS"
762,8000161000,5135,"Fish-shellfish, crustacean",WC,"SHRIMP, NORTHERN PINK, SEE SHRIMPS OR PRAWNS"
761,8000161000,5133,"Fish-shellfish, crustacean",WC,"SHRIMP, NORTHERN BROWN, SEE SHRIMPS OR PRAWNS"
760,8000161000,5131,"Fish-shellfish, crustacean",WC,"SHRIMP, DEEPWATER ROSE, SEE SHRIMPS OR PRAWNS"
759,8000161000,5129,"Fish-shellfish, crustacean",WC,"SHRIMPS, COMMON, SEE SHRIMPS OR PRAWNS"
758,8000161000,5127,"Fish-shellfish, crustacean",WC,"ROCK LOBSTER, SEE LOBSTERS"
757,8000161000,5125,"Fish-shellfish, crustacean",WC,"PRAWN, WESTERN KING, SEE SHRIMPS OR PRAWNS"
756,8000161000,5123,"Fish-shellfish, crustacean",WC,"PRAWN, NORTHERN, SEE SHRIMPS OR PRAWNS"
755,8000161000,5121,"Fish-shellfish, crustacean",WC,"PRAWN, KURUMA, SEE PRAWN, JAPANESE KING"
754,8000161000,5119,"Fish-shellfish, crustacean",WC,"PRAWN, JAPANESE KING, SEE SHRIMPS OR PRAWNS"
753,8000161000,5117,"Fish-shellfish, crustacean",WC,"PRAWN, GREEN TIGER, SEE SHRIMPS OR PRAWNS"
752,8000161000,5115,"Fish-shellfish, crustacean",WC,"PRAWN, GIANT TIGER, SEE SHRIMPS OR PRAWNS"
751,8000161000,5113,"Fish-shellfish, crustacean",WC,"PRAWN, ENDEAVOUR, SEE SHRIMPS OR PRAWNS"
750,8000161000,5111,"Fish-shellfish, crustacean",WC,"PRAWN, EASTERN KING, SEE SHRIMPS OR PRAWNS"
749,8000161000,5109,"Fish-shellfish, crustacean",WC,"PRAWN, COMMON, SEE SHRIMPS OR PRAWNS"
748,8000161000,5107,"Fish-shellfish, crustacean",WC,"PRAWN, CARAMOTE, SEE SHRIMPS OR PRAWNS"
747,8000161000,5105,"Fish-shellfish, crustacean",WC,"PRAWN, BROWN TIGER, SEE SHRIMPS OR PRAWNS"
746,8000161000,5103,"Fish-shellfish, crustacean",WC,"PRAWN, BANANA, SEE SHRIMPS OR PRAWNS"
745,8000161000,5101,"Fish-shellfish, crustacean",WC,"PRAWNS, SEE SHRIMPS OR PRAWNS"
744,8000161000,5099,"Fish-shellfish, crustacean",WC,"LOBSTER, NORWAY, SEE LOBSTERS"
807,8000162000,5209,"Fish-shellfish, mollusc",IM,"SNAIL, ROMAN SEE SNAILS, EDIBLE"
806,8000162000,5207,"Fish-shellfish, mollusc",IM,"SNAIL, GIANT, SEE SNAILS, EDIBLE"
805,8000162000,5205,"Fish-shellfish, mollusc",IM,"SNAIL, GARDEN, SEE SNAILS, EDIBLE"
804,8000162000,5203,"Fish-shellfish, mollusc",IM,"SCALLOP, SEA, SEE SCALLOPS"
803,8000162000,5201,"Fish-shellfish, mollusc",IM,"SCALLOP, QUEEN, SEE SCALLOPS"
802,8000162000,5199,"Fish-shellfish, mollusc",IM,"SCALLOP, NEW ZEALAND, SEE SCALLOPS"
801,8000162000,5197,"Fish-shellfish, mollusc",IM,"SCALLOP, GREAT, SEE SCALLOPS"
800,8000162000,5195,"Fish-shellfish, mollusc",IM,"SCALLOP, GIANT PACIFIC, SEE SCALLOPS"
799,8000162000,5193,"Fish-shellfish, mollusc",IM,"SCALLOP, BAY, SEE SCALLOPS"
798,8000162000,5191,"Fish-shellfish, mollusc",IM,"SCALLOP, AUSTRALIAN, SEE SCALLOPS"
797,8000162000,5189,"Fish-shellfish, mollusc",IM,"OYSTER, SYDNEY ROCK SEE OYSTERS (CUPPED OYSTERS)"
796,8000162000,5187,"Fish-shellfish, mollusc",IM,"OYSTER, PORTUGUESE CUPPED, SEE OYSTERS"
795,8000162000,5185,"Fish-shellfish, mollusc",IM,"OYSTER, PACIFIC CUPPED, SEE OYSTERS"
794,8000162000,5183,"Fish-shellfish, mollusc",IM,"OYSTER, EUROPEAN, SEE OYSTERS"
793,8000162000,5181,"Fish-shellfish, mollusc",IM,"OYSTER, AMERICAN CUPPED, SEE OYSTERS"
792,8000162000,5179,"Fish-shellfish, mollusc",IM,"OCTOPUS, MUSKY, SEE OCTOPUSES"
791,8000162000,5177,"Fish-shellfish, mollusc",IM,"OCTOPUS, CURLED, SEE OCTOPUSES"
790,8000162000,5175,"Fish-shellfish, mollusc",IM,"OCTOPUS, COMMON, SEE OCTOPUSES"
789,8000162000,5173,"Fish-shellfish, mollusc",IM,OCTOPUSES
788,8000162000,5171,"Fish-shellfish, mollusc",IM,"LITTLE CUTTLE, SEE CUTTLEFISHES"
787,8000162000,5169,"Fish-shellfish, mollusc",IM,"GIANT SNAIL, SEE SNAILS, EDIBLE (AFRICA, ASIA)"
786,8000162000,5167,"Fish-shellfish, mollusc",IM,"CUTTLEFISH, COMMON, SEE CUTTLEFISHES"
785,8000162000,5165,"Fish-shellfish, mollusc",IM,"COCKLE, COMMON, SEE COCKLES"
784,8000162000,5163,"Fish-shellfish, mollusc",IM,"BECHE-DE-MER, SEE SEA-CUCUMBERS"
783,8000162000,152,"Fish-shellfish, mollusc",IM,CEPHALOPODS
782,8000162000,151,"Fish-shellfish, mollusc",IM,MARINE BIVALVE MOLLUSCS
781,8000162000,150,"Fish-shellfish, mollusc",IM,"MOLLUSCS, INCLUDING CEPHALOPODS"
780,8000162000,1010,"Fish-shellfish, mollusc",IM,SEA-CUCUMBERS
779,8000162000,1009,"Fish-shellfish, mollusc",IM,"SQUID, COMMON, SEE SQUIDS"
778,8000162000,1008,"Fish-shellfish, mollusc",IM,SQUIDS
777,8000162000,1007,"Fish-shellfish, mollusc",IM,"SNAILS, EDIBLE"
776,8000162000,1006,"Fish-shellfish, mollusc",IM,SEA URCHINS
775,8000162000,1005,"Fish-shellfish, mollusc",IM,SCALLOPS
774,8000162000,1004,"Fish-shellfish, mollusc",IM,OYSTERS (INCLUDING CUPPED OYSTERS)
773,8000162000,1003,"Fish-shellfish, mollusc",IM,MUSSELS
772,8000162000,1002,"Fish-shellfish, mollusc",IM,CUTTLEFISHES
771,8000162000,1001,"Fish-shellfish, mollusc",IM,COCKLES
770,8000162000,1000,"Fish-shellfish, mollusc",IM,CLAMS
811,8000162000,1010,"Fish-shellfish, mollusc",MD,SEA-CUCUMBERS
810,8000162000,5215,"Fish-shellfish, mollusc",IM,"SQUID, SHORT-FINNED, SEE SQUIDS"
809,8000162000,5213,"Fish-shellfish, mollusc",IM,"SQUID, JAPANESE FLYING, SEE SQUIDS"
808,8000162000,5211,"Fish-shellfish, mollusc",IM,"SQUID, EUROPEAN FLYING, SEE SQUIDS"
850,8601000000,0,"Water, direct, all sources",--,
851,8601100000,0,"Water, direct, tap",--,
852,8601200000,0,"Water, direct, bottled",--,
853,8601300000,0,"Water, direct, other",--,
854,8601400000,0,"Water, direct, source-NS",--,
855,8602000000,0,"Water, indirect, all sources",--,
856,8602100000,0,"Water, indirect, tap",--,
857,8602200000,0,"Water, indirect, bottled",--,
858,8602300000,0,"Water, indirect, other",--,
859,8602400000,0,"Water, indirect, source-NS",--,
889,2303000500,0,Acai berry,--,
892,2301001000,4095,Acerola,FT,"ACEROLA, SEE BARBADOS CHERRY"
890,2301001000,273,Acerola,FB,ROSE HIPS
891,2301001000,287,Acerola,FT,BARBADOS CHERRY
893,2201001500,0,Agave,--,
894,9500006000,0,"Amaranth, grain",--,
896,9500016000,620,"Artichoke, globe",VS,"ARTICHOKE, GLOBE"
895,9500016000,4547,"Artichoke, globe",VR,"GLOBE ARTICHOKE, SEE GROUP 017; ARTICHOKE GLOBE"
897,2201019000,621,Asparagus,VS,ASPARAGUS
898,2401019500,30,Atemoya,FI,ASSORTED TROPICAL AND SUB-TROPICAL FRUITS-INEDIBLE PEEL
899,2402020000,326,Avocado,FI,AVOCADO
900,2201022000,622,"Bamboo, shoots",VS,BAMBOO SHOOTS
902,2402023000,328,Banana,FI,"BANANA, DWARF"
901,2402023000,327,Banana,FI,BANANA
903,2402023001,327,Banana-babyfood,FI,BANANA
904,2402024000,167,"Banana, dried",DF,DRIED FRUITS
905,2402024001,167,"Banana, dried-babyfood",DF,DRIED FRUITS
906,9500054000,469,Belgium endive,VS,WITLOOF CHICORY (SPROUTS)
907,2403060000,329,Breadfruit,FI,BREADFRUIT
909,2201073000,4133,Cactus,FI,"INDIAN FIG, SEE PRICKLY PEAR"
908,2201073000,356,Cactus,FI,PRICKLY PEAR
911,2401074000,4129,Canistel,FI,"EGG FRUIT, SEE CANISTEL"
910,2401074000,330,Canistel,FI,CANISTEL
912,2302077000,291,Carob,FT,CAROB
913,2403089000,331,Cherimoya,FI,CHERIMOYA
914,9500109000,715,"Cocoa bean, chocolate",DM,COCOA POWDER
915,9500110000,715,"Cocoa bean, powder",DM,COCOA POWDER
916,1400111000,665,"Coconut, meat",TN,COCONUTS
917,1400111001,665,"Coconut, meat-babyfood",TN,COCONUTS
918,1400112000,167,"Coconut, dried",DF,DRIED FRUITS
919,1400113000,665,"Coconut, milk",TN,COCONUTS
921,1400114000,665,"Coconut, oil",OR,"COCONUT OIL, REFINED"
920,1400114000,665,"Coconut, oil",OC,"COCONUT OIL, CRUDE"
922,1400114001,665,"Coconut, oil-babyfood",OR,"COCONUT OIL, REFINED"
923,9500115000,716,"Coffee, roasted bean",SM,"COFFEE BEANS, ROASTED"
924,9500116000,716,"Coffee, instant",SB,COFFEE BEANS
926,2303141000,295,Date,FT,DATE
928,2303151000,4143,Feijoa,FI,"PINEAPPLE GUAVA, SEE FEIJOA"
927,2303151000,335,Feijoa,FI,FEIJOA
929,2302153000,297,Fig,FT,FIG
930,2302154000,297,"Fig, dried",DF,"FIGS, DRIED OR DRIED AND CANDIED"
931,9500177000,269,"Grape, leaves",VL,GRAPE LEAVES
936,1304178000,5265,"Grape, raisin",DF,"SULTANAS, SEE DRIED GRAPES"
935,1304178000,5263,"Grape, raisin",DF,"RAISINS (SEEDLESS WHITE GRAPE VAR., PARTIALLY DRIED) SEE DRI"
934,1304178000,5261,"Grape, raisin",DF,"MUSCATEL, SEE DRIED GRAPES"
933,1304178000,5259,"Grape, raisin",DF,"DRIED VINE FRUITS, SEE DRIED GRAPES"
932,1304178000,269,"Grape, raisin",DF,"DRIED GRAPES (=CURRANTS, RAISINS AND SULTANAS)"
937,2302183000,336,Guava,FI,GUAVA
938,2302183001,,Guava-babyfood,,
939,9500186000,0,Honey,--,
940,9500186001,0,Honey-babyfood,--,
941,9500188000,1110,Hop,DH,"HOPS, DRY"
942,2403193000,338,Jackfruit,FI,JACKFRUIT
943,2403209000,342,Longan,FI,LONGAN
944,2401211000,343,Lychee,FI,LITCHI
945,2401212000,343,"Lychee, dried",FI,LITCHI
946,2403214000,344,Mamey apple,FI,MAMMEY APPLE
947,2402215000,345,Mango,FI,MANGO
948,2402215001,345,Mango-babyfood,FI,MANGO
949,2402216000,167,"Mango, dried",DF,DRIED FRUITS
950,2402217000,175,"Mango, juice",JF,FRUIT JUICES
951,2402217001,175,"Mango, juice-babyfood",JF,FRUIT JUICES
952,9500218000,0,"Maple, sugar",--,
953,9500219000,0,Maple syrup,--,
956,2301235000,4719,Olive,SO,"OLIVE, SEE GROUP 005: ASSORTED TROPICAL AND SUB-TROPICAL"
955,2301235000,305,Olive,FT,OLIVES
954,2301235000,305,Olive,DM,"OLIVES, PROCESSED"
958,2301236000,305,"Olive, oil",OR,"OLIVE OIL, REFINED"
957,2301236000,305,"Olive, oil",OC,"OLIVE OIL, CRUDE"
959,2201243000,626,"Palm heart, leaves",VS,PALM HEARTS
964,9500244000,696,"Palm, oil",SO,PALA NUT
963,9500244000,696,"Palm, oil",OR,"PALM OIL, EDIBLE"
962,9500244000,1240,"Palm, oil",OR,"PALM KERNEL OIL, EDIBLE"
961,9500244000,696,"Palm, oil",OC,"PALM OIL, CRUDE"
960,9500244000,1240,"Palm, oil",OC,"PALM KERNEL OIL, CRUDE"
965,9500244001,696,"Palm, oil-babyfood",OR,"PALM OIL, EDIBLE"
967,2402245000,4139,Papaya,FI,"PAPAW OR PAWPAW, SEE PAPAYA"
966,2402245000,350,Papaya,FI,PAPAYA
968,2402245001,350,Papaya-babyfood,FI,PAPAYA
969,2402246000,167,"Papaya, dried",DF,DRIED FRUITS
970,2402247000,175,"Papaya, juice",JF,FRUIT JUICES
971,2405252000,351,Passionfruit,FI,PASSION FRUIT
972,2405252001,351,Passionfruit-babyfood,FI,PASSION FRUIT
973,2405253000,175,"Passionfruit, juice",JF,FRUIT JUICES
974,2405253001,175,"Passionfruit, juice-babyfood",JF,FRUIT JUICES
975,2402254000,0,Pawpaw,--,
977,9500263000,697,Peanut,SO,PEANUT
976,9500263000,4713,Peanut,SO,"GROUNDNUT, SEE PEANUT"
978,9500263000,703,Peanut,SO,"PEANUT, WHOLE"
979,9500264000,697,"Peanut, butter",SO,PEANUT
980,9500265000,697,"Peanut, oil",SO,PEANUT
981,9500275000,4761,Peppermint,HH,"PEPPERMINT, SEE MINTS"
982,9500276000,4761,"Peppermint, oil",HH,"PEPPERMINT, SEE MINTS"
987,2402277000,4113,Persimmon,FT,"PERSIMMON CHINESE, SEE PERSIMMON, JAPANESE"
986,2402277000,4105,Persimmon,FT,"KAKI OR KAKI FRUIT, SEE PERSIMMON, JAPANESE"
985,2402277000,307,Persimmon,FT,"PERSIMMON, JAPANESE"
984,2402277000,4141,Persimmon,FI,"PERSIMMON, JAPANESE, SEE GROUP 005"
983,2402277000,352,Persimmon,FI,"PERSIMMON, AMERICAN"
988,2403279000,353,Pineapple,FI,PINEAPPLE
989,2403279001,353,Pineapple-babyfood,FI,PINEAPPLE
990,2403280000,167,"Pineapple, dried",DF,DRIED FRUITS
991,2403281000,341,"Pineapple, juice",JF,PINEAPPLE JUICE
992,2403281001,341,"Pineapple, juice-babyfood",JF,PINEAPPLE JUICE
993,2402283000,354,Plantain,FI,PLANTAIN
994,2402284000,167,"Plantain, dried",DF,DRIED FRUITS
995,2402289000,355,Pomegranate,FI,POMEGRANATE
996,9500306000,0,"Psyllium, seed",--,
997,9500311000,648,"Quinoa, grain",GC,QUINOA
998,2403333000,362,"Sapote, Mamey",FI,"SAPOTE, MAMMEY"
999,9500335000,0,Seaweed,--,
1000,9500335001,0,Seaweed-babyfood,--,
1001,2403346000,365,Soursop,FI,SOURSOP
1002,2401351000,366,Spanish lime,FI,SPANISH LIME
1003,9500352000,4765,Spearmint,HH,"SPEARMINT, SEE MINTS"
1004,9500353000,4765,"Spearmint, oil",HH,"SPEARMINT, SEE MINTS"
1005,2302358000,289,Starfruit,FT,CARAMBOLA
1007,2403361000,68,Sugar apple,FI,SUGAR APPLE
1006,2403361000,4151,Sugar apple,FI,"SWEETSOP, SEE SUGAR APPLE"
1008,9500362000,659,"Sugarcane, sugar",GC,SUGARCANE
1009,9500362001,659,"Sugarcane, sugar-babyfood",GC,SUGARCANE
1010,9500363000,659,"Sugarcane, molasses",DM,SUGAR CANE MOLASSES
1011,9500363001,659,"Sugarcane, molasses-babyfood",DM,SUGAR CANE MOLASSES
1013,2302368000,4787,Tamarind,HS,"TAMARIND, SEE GROUP 006:  ASSORTED TROPICAL AND SUB-TROPICAL"
1012,2302368000,369,Tamarind,FI,TAMARIND
1015,9500372000,171,"Tea, dried",DT,TEAS (TEA AND HERB TEAS)
1014,9500372000,1114,"Tea, dried",DT,"TEA, GREEN, BLACK (BLACK, FERMENTED AND DRIED)"
1016,9500373000,1114,"Tea, instant",DT,"TEA, GREEN, BLACK (BLACK, FERMENTED AND DRIED)"
1017,9500373500,652,"Teff, flour",GC,TEFF OR TEF
1018,9500390000,0,Vinegar,--,
1019,9500397000,0,Water chestnut,--,
1020,402398000,4767,Watercress,HH,"WATERCRESS, SEE GROUP 013: LEAFY VEGETABLES"
1021,402398000,473,Watercress,VL,WATERCRESS
